Date,User,IsVerified,Tweet,Likes,RT,User_Location,clean_tweet,Sentiment
2021-08-19 10:30:08,GGMU,False,"@seun_arowosafe @giwaoluwatobi3 @Ajayi_laolu @afcstuff We finished 2nd, you finished 8th.

I would rather finish 2n… https://t.co/ra15tTPr4T",0,0,"Johannesburg, South Africa",arowosafe laolu we finished 2nd you finished 8th i would rather finish 2n,Neutral
2021-08-19 10:30:07,Billy Collins,False,Bet Arsenal fans have nightmares about how good they used to be 10 years ago.. fucking dog shit now and YLTSI 😂😂,0,0,,bet arsenal fans have nightmares about how good they used to be 10 years ago fucking dog shit now and yltsi,Negative
2021-08-19 10:30:06,🔴⚪️,False,"@Arsenal_Morris Standard. Haven’t booked my train yet, waiting to hear from my old man.",0,0,,morris standard haven t booked my train yet waiting to hear from my old man,Positive
2021-08-19 10:30:05,Wamala Ibrahim,False,@SamuelBagwel @patrickbukenya_ Support arsenal you will be stressed and forget masturbation,0,0,,support arsenal you will be stressed and forget masturbation,Neutral
2021-08-19 10:30:04,Logic,False,@TheBeardedRauI 15 year old arsenal fans talk about history is laughable,0,0,,15 year old arsenal fans talk about history is laughable,Negative
2021-08-19 10:30:03,"""Pra-Deep""",False,"@AFTVMedia @Danarsenal87 @TurkishLDN People talk about Arsenal selling Emi for 20M. 
He was our no.2 at that time(P… https://t.co/GTIEvPDfLx",0,0,"Hyderabad, India",people talk about arsenal selling emi for 20m he was our no 2 at that time p,Neutral
2021-08-19 10:30:02,𝕁𝕠𝕂⁶³²,False,"I hope Lewandowski will not move to PSG or Real Madrid 🙏. This a the clubs I hate the most, and I dont se him in a… https://t.co/ch3lbp0wVi",0,0,PLS Follow me,i hope lewandowski will not move to psg or real madrid this a the clubs i hate the most and i dont se him in a,Negative
2021-08-19 10:30:01,CFC_KANTE⭐️⭐️,False,@Assna_19 @Azaldo3 @13thvisionnn @WelBeast @footballdaily That’s not my point stop trying to argue about the succes… https://t.co/gXC2Yz6ZPn,0,0,,19 that s not my point stop trying to argue about the succes,Neutral
2021-08-19 10:30:00,Chelsea FC News,True,"""We are preparing ourselves for a battle.""
https://t.co/JhGVOv7fwB",3,0,"London, England",we are preparing ourselves for a battle,Neutral
2021-08-19 10:30:00,football.london,True,"Aubameyang is set to ignore the advances of Barcelona. 

https://t.co/WkzTW5FTSv",2,1,"London, England",aubameyang is set to ignore the advances of barcelona,Neutral
2021-08-19 10:30:00,Arsenal FC News,True,"""We are preparing ourselves for a battle.""
https://t.co/iwOUbTD3Lm",2,0,"London, England",we are preparing ourselves for a battle,Neutral
2021-08-19 10:30:00,Melva Henderson,False,"One of the greatest weapons in the enemy's arsenal is the bomb called ""The fight against Flesh &amp; Blood."" This weapo… https://t.co/7pPiNFc79u",0,0,"Milwaukee, Wisconsin",one of the greatest weapons in the enemy s arsenal is the bomb called the fight against flesh amp blood this weapo,Positive
2021-08-19 10:29:59,James Prisk,False,"NOT THE START WE WANTED! Tier 10 to Prem! #149
@afcbournemouth
@Arsenal
@MouseholeAFC
#fm21 #FootballManager2021… https://t.co/p26xNpLfO0",0,0,"Newlyn, Cornwall",not the start we wanted tier 10 to prem 149 fm21 footballmanager2021,Neutral
2021-08-19 10:29:56,فؤاد,False,More Arsenal depressing exposure? https://t.co/kQ7TplsG9j https://t.co/QQEFmAwCLH,0,0,,more arsenal depressing exposure,Negative
2021-08-19 10:29:53,.,False,"It's not just bottom tier teams that do this to us, the better teams do it as well. Spurs, Chelsea, United, Arsenal… https://t.co/c9xJHQbSMu",0,0,Manchester,it s not just bottom tier teams that do this to us the better teams do it as well spurs chelsea united arsenal,Positive
2021-08-19 10:29:53,Kobby,False,"Arsenal is a prime example of you having money but can't attract quality, so either you sign average or give qualit… https://t.co/plwO2y1IVK",0,0,,arsenal is a prime example of you having money but can t attract quality so either you sign average or give qualit,Negative
2021-08-19 10:29:49,stephen london,False,"@SalibaEra_ Money doesn't matter to Chelski. They are a sugar daddy club. Before the Russian money, check their his… https://t.co/i6rnvAHIjJ",0,0,london,money doesn t matter to chelski they are a sugar daddy club before the russian money check their his,Neutral
2021-08-19 10:29:47,Ms D,False,Please I need a win to shame my enemies @illYstyLEz and @Boakyewaa_N https://t.co/nJ9NBzLvAj,0,0,Tema,please i need a win to shame my enemies and n,Positive
2021-08-19 10:29:47,Footy Accumulators,True,"💰 Biggest Premier League Spenders - Summer 2021

🔴 Arsenal - £129m
🔴 Manchester United - £114m
🏆 Manchester City -… https://t.co/aJQgOHeWle",1,0,Footy Accumulators Betting Hub,biggest premier league spenders summer 2021 arsenal 129m manchester united 114m manchester city,Neutral
2021-08-19 10:29:46,мσнαммє∂ ƒαιz,False,"Arsenal 😭😭😭😭, again wasting their precious 129 mn https://t.co/fMdV71Aho7",0,0,,arsenal again wasting their precious 129 mn,Positive
2021-08-19 10:29:44,Joshua Trevor,False,@paulsoncmapa Wat dd arsenal do to u,0,0,,wat dd arsenal do to u,Neutral
2021-08-19 10:29:43,Alex Anderson,False,"@mrbenn27 @brfootball Oh sh*t! Yeah - sorry, Alan! Got so caught up in the blue-yellow away kit vibe I actually tem… https://t.co/eNKo5HhsQF",0,0,🇪🇺,oh sh t yeah sorry alan got so caught up in the blue yellow away kit vibe i actually tem,Negative
2021-08-19 10:29:41,I.G,False,@ubong_pius @UncleAJ_ @JayLech8 @WildChefHuman @lamide_black @Arsenal @ChelseaFC @debbie_chelsea What have been you… https://t.co/XRpHRmPAlE,0,0,"Australia, Germany, Global",pius black chelsea what have been you,Neutral
2021-08-19 10:29:38,Ash 🇨🇲,False,"@AFCellis19 @thesharc002 @gluva1989 @BouliJimbo @SanchUnited But it's true. 

McTominay and Fred get slandered by r… https://t.co/jywC9jOhZq",0,0,,but it s true mctominay and fred get slandered by r,Positive
2021-08-19 10:29:33,✨,False,@imredhunter_ @Arsenal No thanks. Byeeee.,0,0,United Kingdom,no thanks byeeee,Negative
2021-08-19 10:29:32,mahfuz dursun,False,Pierre-Emerick Aubameyang wants Arsenal stay https://t.co/gtyXtSAjLC,0,0,"Büyükçekmece, Türkiye",pierre emerick aubameyang wants arsenal stay,Positive
2021-08-19 10:29:31,Jack,False,"@being_city @rowanh79 @cl_arsenal @CFCRiper @cfcrole20 Yeah fair enough, they just weren't on google",0,0,Yorkshire,city arsenal yeah fair enough they just weren t on google,Positive
2021-08-19 10:29:31,Mountain Gooner,False,@Arsenal Announce Odegaard and Ramsdale.,1,0,"Kathmandu,Nepal",announce odegaard and ramsdale,Neutral
2021-08-19 10:29:31,Chris Nyambe🇿🇲🏴󠁧󠁢󠁥󠁮󠁧󠁿,False,@footballdaily @orafa2 Arsenal is looking for a man of his qualities,0,0,"Lusaka, Zambia",arsenal is looking for a man of his qualities,Neutral
2021-08-19 10:29:30,Fabio 🇵🇪🇬🇧,False,BIGGEST SPENDERS IN THE LEAGUE?! ARE YOU BONKERS?! Arsenal's starting XI from last season has only been changed by… https://t.co/Zcab61Ll2s,0,0,"London, England",biggest spenders in the league are you bonkers arsenal s starting xi from last season has only been changed by,Neutral
2021-08-19 10:29:30,Khalid🗿,False,@CFCMod_ @DRealist009 Arsenal fans rn 😓,0,0,psg& Barcelona,arsenal fans rn,Neutral
2021-08-19 10:29:29,Sody,False,"@biolakazeem He didn’t want Arsenal, wanted Champions league football.",0,0,,he didn t want arsenal wanted champions league football,Neutral
2021-08-19 10:29:29,ham💅🏾🏳️‍🌈🇵🇸,False,"They want us to win the league with Wan Bissaka, we're in jalenj with arsenal https://t.co/EAUgq8XLeN",0,0,17 · he/they,they want us to win the league with wan bissaka we re in jalenj with arsenal,Positive
2021-08-19 10:29:29,Prof. Dr. Listowel,False,Arsenal de3 130m still naa same line ups https://t.co/bhb1YHV42K,0,0,United Kingdom,arsenal de3 130m still naa same line ups,Neutral
2021-08-19 10:29:26,Liam Houghton,False,"@SkySportsNews How? Ramsdale is totally average at best. Two consecutive relegations in two seasons, and he’s bagge… https://t.co/8HQpcZ85E0",0,0,southampton,how ramsdale is totally average at best two consecutive relegations in two seasons and he s bagge,Positive
2021-08-19 10:29:26,Capt 🇸🇬,False,@duntsuspendme He literally begged for a move to Arsenal,0,0,,he literally begged for a move to arsenal,Neutral
2021-08-19 10:29:22,Chilly,False,@bigmon808 @HugoHouse7 @WelBeast @Arsenal That's not the point 🤦🏾‍♂️,0,0,,that s not the point,Neutral
2021-08-19 10:29:22,Jeff.,False,@gunner_andreas @now_arsenaI @Arsenal_Editor Lovely. How much please?,0,0,Peterboroughhhh,andreas arsenai editor lovely how much please,Positive
2021-08-19 10:29:21,Splendid Psyche,False,Women’s Champions League: Arsenal comfortably beat Okzhetpes in qualifier https://t.co/bSLf9Kh4g9,0,0,,women s champions league arsenal comfortably beat okzhetpes in qualifier,Positive
2021-08-19 10:29:20,#deadprice,False,"not the start we wanted. 

but in every match. LoL https://t.co/MZGQt4GbGN",0,0,"Depok, Jawa Barat",not the start we wanted but in every match lol,Positive
2021-08-19 10:29:17,OyinFela,False,@Jid_BOSS Eriksen is the only good player on that list lol. No make us dey rate shit because Arsenal dey fvck up.,0,0,Kings Landing,boss eriksen is the only good player on that list lol no make us dey rate shit because arsenal dey fvck up,Positive
2021-08-19 10:29:17,IslingtonGoonerAFC,False,"If you are an Arsenal fan, you should do this. https://t.co/LT1PM6Kazx",2,1,,if you are an arsenal fan you should do this,Neutral
2021-08-19 10:29:16,Diogo J. Stan Account❤️,False,No they don’t. Why would you want to play for Arsenal when you can play for Chippa United? https://t.co/tUiUj91CEv,0,0,"Bloemfontein, South Africa",no they don t why would you want to play for arsenal when you can play for chippa united,Neutral
2021-08-19 10:29:16,Rholane f3f3 🇮🇹,False,Shalulile would score more goals than Lacazette if he played for Arsenal,0,0,"Johannesburg, South Africa",shalulile would score more goals than lacazette if he played for arsenal,Positive
2021-08-19 10:29:12,cfc,False,who do you think is gonna be in the starting 11 against @Arsenal ??,1,0,,who do you think is gonna be in the starting 11 against,Neutral
2021-08-19 10:29:10,Dunga Shimwe,False,"@Arsenal The result is known, Arsenal 1-3 Chelsea, and then Arteta is sacked.",0,0,,the result is known arsenal 1 3 chelsea and then arteta is sacked,Neutral
2021-08-19 10:29:10,Talisha Roberts,False,Fabrizio Romano confirms Martin Edegaard's return to Arsenal,0,0,,fabrizio romano confirms martin edegaard s return to arsenal,Neutral
2021-08-19 10:29:07,💂🏿,False,@AFC_capt Why would he go to arsenal?,0,0,,capt why would he go to arsenal,Neutral
2021-08-19 10:29:06,Ciaran,False,@afcdxn @Jotaro61 @sensible_gunner @Arsenal Still believe he hasn’t been ‘truly backed’??? He’s just got 2 key posi… https://t.co/9gVEkYsufq,0,0,"Randalstown, Northern Ireland",gunner still believe he hasn t been truly backed he s just got 2 key posi,Neutral
2021-08-19 10:29:05,FutureMe,False,@goal 😂 can't stop laughing @ Arsenal fans https://t.co/KqlAhcXEhf,0,0,Nigeria,can t stop laughing arsenal fans,Neutral
2021-08-19 10:29:04,K £ N N ¥,False,"@Arsenal If not Lautaro Martinez
I Prefer @CalvertLewin14 
We need power in the air
How many crosses come from the… https://t.co/LcpCnun4XN",0,0,Kosovo,if not lautaro martinez i prefer we need power in the air how many crosses come from the,Positive
2021-08-19 10:29:02,Ktav,False,@AFCWill7 @Arsenal I suppose we were replacing Xhaka because Lokonga is a backup for Partey because of their simila… https://t.co/L6k2fYw0u9,0,0,,i suppose we were replacing xhaka because lokonga is a backup for partey because of their simila,Neutral
2021-08-19 10:29:01,AN,False,The bar for Ramsdale has been set at extremely low apparently. Anything he does at this point will be a positive.… https://t.co/M654MNJZbN,1,0,,the bar for ramsdale has been set at extremely low apparently anything he does at this point will be a positive,Positive
2021-08-19 10:28:57,🔰Lewy MUFC,False,@MUTDthoughts @mufcMPB @FabrizioRomano dragged last summers signing to this summer in sancho and we got lucky with… https://t.co/li3eEo9j2p,0,0,"Manchester, England",dragged last summers signing to this summer in sancho and we got lucky with,Positive
2021-08-19 10:28:57,Funky òmowé_Laolu 📚,False,"@WelBeast Negativity in the media has started, 

If arsenal spends, it is a problem,
If they don't spend, it is a p… https://t.co/bCvCgkop0x",0,0,South West ,negativity in the media has started if arsenal spends it is a problem if they don t spend it is a p,Neutral
2021-08-19 10:28:57,Edu Gaspar,False,@TimmyZoldyck He’s in Spain? 😭😭😭😭😭 talking 💩 about arsenal for a living can finance a relocation???? Dfkm,0,0,,he s in spain talking about arsenal for a living can finance a relocation dfkm,Neutral
2021-08-19 10:28:53,Post A/L Malone,False,@SaintFrankly @cesc4official @Arsenal GOAT!,0,0,Shah Alam,goat,Neutral
2021-08-19 10:28:53,Morris 🎗,False,"@the_cros Just make sure you get on the booze before, what time you getting into Manc",0,0,Arsenal home & away / Dev,cros just make sure you get on the booze before what time you getting into manc,Positive
2021-08-19 10:28:47,Timo Heman,False,@towernter @SkySportsNews Arsenal is a lost course😂😂,0,0,"Bamenda, Cameroon",arsenal is a lost course,Neutral
2021-08-19 10:28:46,Mo¥inOluwa AFC,False,Welcome to Arsenal @AaronRamsdale98 we are Soo glad to have you on board..,0,0,Earth ,welcome to arsenal we are soo glad to have you on board,Positive
2021-08-19 10:28:42,Nonso kings💎,False,@WelBeast Welcome to @Arsenal @lewy_official,0,0,Earth,welcome to official,Positive
2021-08-19 10:28:42,Robert,False,"Chelsea, Utd, City have all spent less but clearly having a better window than Arsenal. https://t.co/xk51ZpaBUq",0,0,,chelsea utd city have all spent less but clearly having a better window than arsenal,Positive
2021-08-19 10:28:41,GAINS MUTUALS.,False,"@DoomAndGloomFC @Arsenal You really enjoying my replies.. 😂 😂 You can follow me if you want. Bye bye. I'm working, time to continue my work.",0,0,UN,you really enjoying my replies you can follow me if you want bye bye i m working time to continue my work,Positive
2021-08-19 10:28:40,Victoria Concordia Tierney🔥,False,"Any player representing arsenal deserves support not abuse. 

Funny how abuse towards some of our players have been… https://t.co/m19UoaENcj",0,0,,any player representing arsenal deserves support not abuse funny how abuse towards some of our players have been,Positive
2021-08-19 10:28:39,Chilly,False,@SauceTeta @gandhionsteroid @cl_arsenal @DouzisApology Mf deluded,0,0,,arsenal mf deluded,Neutral
2021-08-19 10:28:38,X,False,"@cdavison_afc Thanks Chris Davidson 🙏🙏

I really big thanks to talk about it. It's ridiculous saying someone who ex… https://t.co/99mNaCV5Uv",0,0,,afc thanks chris davidson i really big thanks to talk about it it s ridiculous saying someone who ex,Positive
2021-08-19 10:28:34,TenOver10,False,@mskivababy You really have faith in Arsenal https://t.co/aztgBKfhEe,0,0,3rd World,you really have faith in arsenal,Positive
2021-08-19 10:28:32,You,False,"@_TedCooper @A_N_BD @TheArsenalog @MaldiveGunner Didn't know he won world cup with Arsenal. Sorry, my bad",0,0,Twitter,tedcooper n bd didn t know he won world cup with arsenal sorry my bad,Negative
2021-08-19 10:28:31,The Carrick Era 🇮🇪,False,@OzilThings Arsenal spent 50 million on Ozil in 13/14 and their starting xi didn’t improve either,1,0,,arsenal spent 50 million on ozil in 13 14 and their starting xi didn t improve either,Negative
2021-08-19 10:28:31,𝔻𝕖𝕡𝕣𝕖𝕤𝕤𝕖𝕕 𝕒𝕣𝕤𝕖𝕟𝕒𝕝 𝕗𝕒𝕟,False,@Arsenal Arsenal are not even a top 6 club anymore 😭😭 the ownership has killed this club https://t.co/RwH4pz0eZT,0,0,"London, England",arsenal are not even a top 6 club anymore the ownership has killed this club,Positive
2021-08-19 10:28:30,Ankunda Alvn,False,"@Arsenal Look for a typical striker, not these young boys who are just getting experience !! We love @Arsenal",1,0,"Wakiso, Uganda",look for a typical striker not these young boys who are just getting experience we love,Positive
2021-08-19 10:28:30,RoyArcher,False,@EIIisBurner @Arsenal Imagine selling a player that no longer wants to be at the club as a number 2.,1,0,,imagine selling a player that no longer wants to be at the club as a number 2,Positive
2021-08-19 10:28:29,Kirya Ug 🇺🇬,False,@Arsenal who is this guy,0,0,"California, USA",who is this guy,Neutral
2021-08-19 10:28:27,Arnav Mishra,False,@SalibaEra_ At Arsenal?  Why would he sign for a midtable club with no European Football,0,0,"Pune , India",at arsenal why would he sign for a midtable club with no european football,Neutral
2021-08-19 10:28:26,Sagheer Osman🔰🇵🇸,False,"@4rmDaMud @terryflewers I reserve my trolling for liverpool, leeds, city and arsenal 🤣🤣",1,0,Beautiful CapeTown SA,i reserve my trolling for liverpool leeds city and arsenal,Neutral
2021-08-19 10:28:26,-,False,Me at the weekend https://t.co/mjRjkaOrh0,0,0,,me at the weekend,Neutral
2021-08-19 10:28:25,#deadprice,False,"new week, new focus, same result! https://t.co/2WT7PU5CQD",0,0,"Depok, Jawa Barat",new week new focus same result,Positive
2021-08-19 10:28:23,Jorginho 🇳🇱,False,@IGoparaocha @debbie_chelsea @ChelseaFC @ManUtd @Arsenal Im a Chelsea fan 💙💙,0,0,Ibadan,chelsea im a chelsea fan,Neutral
2021-08-19 10:28:21,"Briar Wright(Eugenics Bad, People!)",False,"@Arsenal_gooner0 @kgasanepalesa @FromAerin Right sure whatever, but what does that have to do with the discussion a… https://t.co/pNp34VQJxH",0,0,briarwrightofficial@gmail.com,gooner0 right sure whatever but what does that have to do with the discussion a,Positive
2021-08-19 10:28:18,CHILD OF GOD,False,@Lazylawyerrr @WelBeast Arsenal didn't spent 100m on players last season 🤡,0,0,,arsenal didn t spent 100m on players last season,Negative
2021-08-19 10:28:17,BLOOM CORP,False,@now_arsenaI Add aouar and give these guys two years of playing together. Absolute beasts. Arsenal being arsenal we… https://t.co/y7AwF4HppN,0,0,"Nairobi, Kenya",arsenai add aouar and give these guys two years of playing together absolute beasts arsenal being arsenal we,Positive
2021-08-19 10:28:14,Ubong Pius Willie,False,"@IGoparaocha @UncleAJ_ @JayLech8 @WildChefHuman @lamide_black @Arsenal @ChelseaFC @debbie_chelsea To be honest, exc… https://t.co/HJ1zHcWOJf",0,0,Nigeria,black chelsea to be honest exc,Positive
2021-08-19 10:28:13,Amankwah,False,"@Mckenzie__Jnr Fifa career mode dey distort real life too much

Arsenal wont get those players at the same price, o… https://t.co/8icM59JXTn",0,0,,jnr fifa career mode dey distort real life too much arsenal wont get those players at the same price o,Positive
2021-08-19 10:28:12,Jinja's Pablo Escobar,False,"The way this girl in my DMs is pushing me to ask her ""How are you"" so she can ask for money. I'm not going to accep… https://t.co/W324OVHMGS",1,0,"Jinja, Uganda",the way this girl in my dms is pushing me to ask her how are you so she can ask for money i m not going to accep,Neutral
2021-08-19 10:28:12,Olanrewaju〽️,False,"When I asked my mom what is her favorite club this morning upon her birthday.  Her response was, *Arsenal*. I asked… https://t.co/1ctqDnPWdl",0,0,Globe,when i asked my mom what is her favorite club this morning upon her birthday her response was arsenal i asked,Positive
2021-08-19 10:28:11,Greg Traynor,False,"@FabioAvvinti @MattHDGamer Spurs fan tweeting about Arsenal and Chelsea😂 out of curiosity, which player that Arsenal have bought is 'shit'?",0,0,,spurs fan tweeting about arsenal and chelsea out of curiosity which player that arsenal have bought is shit,Negative
2021-08-19 10:28:11,Gwatie,False,@ObieSwaden @Drickz_ I really don't know how Arsenal fans survive shem 🤣🤣they receive beef non stop https://t.co/gendRKTTAA,0,0,"eMalahleni, South Africa",i really don t know how arsenal fans survive shem they receive beef non stop,Positive
2021-08-19 10:28:09,Babanla,False,A player I'd have expected Arsenal to try for is Bernado Silva. Creative  crafty and can play in many roles. Alread… https://t.co/eYFONX8A1M,6,4,,a player i d have expected arsenal to try for is bernado silva creative crafty and can play in many roles alread,Positive
2021-08-19 10:28:07,GOD'SFAVOURITE ❤❤,False,@IGoparaocha @debbie_chelsea @ChelseaFC @ManUtd @Arsenal Light? 😏,0,0,"Port Harcourt, Nigeria",chelsea light,Positive
2021-08-19 10:28:06,Vishu.,False,Well well... ykw whenever i watched arsenal there always was 1 guy with whom i related the most. He was our… https://t.co/k6DvZMKBKt,0,0,Bharat,well well ykw whenever i watched arsenal there always was 1 guy with whom i related the most he was our,Positive
2021-08-19 10:28:06,Leopold 🇬🇷,False,@OzilThings Cause no good player wants to come to arsenal anymore,0,0,,cause no good player wants to come to arsenal anymore,Negative
2021-08-19 10:28:05,BOOMER,False,"I’m torn between 2 views…

On one hand, “holes filled”,
On the other hand, “Would buying first XI quality in gaps h… https://t.co/tA2wOdvJgU",0,0,Twitterverse,i m torn between 2 views on one hand holes filled on the other hand would buying first xi quality in gaps h,Positive
2021-08-19 10:28:04,jack 🔴⚪️,False,@ftblmiguel For 35 mil you don’t say no to odegaard he’s a great player and his potential is amazing he could becom… https://t.co/XNEnb4f7Zl,1,0,,for 35 mil you don t say no to odegaard he s a great player and his potential is amazing he could becom,Positive
2021-08-19 10:28:00,Fan Banter,False,"'Distressing' video shows fans fight after Bolton's win at Lincoln - https://t.co/yOOYd6AZj6

#arsenal #afc #avfc… https://t.co/M2dbkeyKiw",0,0,United Kingdom,distressing video shows fans fight after bolton s win at lincoln arsenal afc avfc,Positive
